payment_id,order_id,payment_method,payment_status,amount
PAY038904,ORD038904,Wallet,Completed,171141.0
PAY038905,ORD038905,Debit Card,Failed,515595.0
PAY038906,ORD038906,UPI,Completed,399666.0
PAY038907,ORD038907,Wallet,Pending,327122.0
PAY038908,ORD038908,Wallet,Completed,278676.0
PAY038909,ORD038909,UPI,Completed,302187.0
PAY038910,ORD038910,Net Banking,Completed,107183.0
PAY038911,ORD038911,Net Banking,Failed,162192.0
PAY038912,ORD038912,Debit Card,Completed,
PAY038913,ORD038913,UPI,Completed,83442.0
PAY038914,ORD038914,UPI,Completed,
PAY038915,ORD038915,Net Banking,Completed,168060.0
PAY038916,ORD038916,Credit Card,Completed,376472.0
PAY038917,ORD038917,Wallet,Failed,621692.0
PAY038918,ORD038918,Debit Card,Completed,118261.0
PAY038919,ORD038919,UPI,Completed,130813.0
PAY038920,ORD038920,Credit Card,Failed,174605.0
PAY038921,ORD038921,UPI,Failed,284564.0
PAY038922,ORD038922,UPI,Completed,
PAY038923,ORD038923,Credit Card,Completed,484016.0
PAY038924,ORD038924,Credit Card,Completed,920826.0
PAY038925,ORD038925,Net Banking,Completed,61440.0
PAY038926,ORD038926,Wallet,Completed,148932.0
PAY038927,ORD038927,Net Banking,Pending,73784.0
PAY038928,ORD038928,Net Banking,Completed,380134.0
PAY038929,ORD038929,Debit Card,Failed,
PAY038930,ORD038930,Wallet,Pending,71462.0
PAY038931,ORD038931,UPI,Completed,188896.0
PAY038932,ORD038932,Credit Card,Completed,188788.0
PAY038933,ORD038933,Net Banking,Completed,
PAY038934,ORD038934,Credit Card,Completed,104132.0
PAY038935,ORD038935,Debit Card,Completed,264081.0
PAY038936,ORD038936,Credit Card,Completed,783964.0
PAY038937,ORD038937,UPI,Pending,123357.0
PAY038938,ORD038938,Debit Card,Completed,134024.0
PAY038939,ORD038939,UPI,Failed,135548.0
PAY038940,ORD038940,UPI,Completed,226272.0
PAY038941,ORD038941,Credit Card,Pending,412797.0
PAY038942,ORD038942,UPI,Completed,
PAY038943,ORD038943,UPI,Completed,
PAY038944,ORD038944,Debit Card,Completed,277316.0
PAY038945,ORD038945,UPI,Completed,83070.0
PAY038946,ORD038946,UPI,Completed,
PAY038947,ORD038947,Credit Card,Completed,54353.0
PAY038948,ORD038948,Wallet,Completed,
PAY038949,ORD038949,Wallet,Completed,
PAY038950,ORD038950,UPI,Pending,161052.0
PAY038951,ORD038951,UPI,Completed,90633.0
PAY038952,ORD038952,Wallet,Completed,256512.0
PAY038953,ORD038953,Net Banking,Failed,184503.0
PAY038954,ORD038954,Debit Card,Pending,
PAY038955,ORD038955,Net Banking,Completed,204462.0
PAY038956,ORD038956,Net Banking,Completed,135839.0
PAY038957,ORD038957,Credit Card,Completed,
PAY038958,ORD038958,Debit Card,Completed,113433.0
PAY038959,ORD038959,Wallet,Completed,58638.0
PAY038960,ORD038960,Net Banking,Completed,203384.0
PAY038961,ORD038961,Credit Card,Completed,193748.0
PAY038962,ORD038962,Credit Card,Completed,
PAY038963,ORD038963,Net Banking,Completed,352018.0
PAY038964,ORD038964,Debit Card,Completed,225478.0
PAY038965,ORD038965,Debit Card,Completed,263703.0
PAY038966,ORD038966,UPI,Completed,269754.0
PAY038967,ORD038967,Debit Card,Completed,396356.0
PAY038968,ORD038968,Debit Card,Completed,192381.0
PAY038969,ORD038969,Net Banking,Completed,355209.0
PAY038970,ORD038970,Net Banking,Pending,540126.0
PAY038971,ORD038971,Wallet,Completed,1240092.0
PAY038972,ORD038972,Net Banking,Completed,44420.0
PAY038973,ORD038973,Credit Card,Completed,686618.0
PAY038974,ORD038974,UPI,Completed,315465.0
PAY038975,ORD038975,Net Banking,Completed,125868.0
PAY038976,ORD038976,UPI,Pending,
PAY038977,ORD038977,UPI,Completed,7339.0
PAY038978,ORD038978,Wallet,Completed,310728.0
PAY038979,ORD038979,Credit Card,Completed,281576.0
PAY038980,ORD038980,Credit Card,Completed,
PAY038981,ORD038981,Credit Card,Completed,10420.0
PAY038982,ORD038982,Wallet,Completed,26284.0
PAY038983,ORD038983,Net Banking,Completed,199057.0
PAY038984,ORD038984,Net Banking,Completed,98217.0
PAY038985,ORD038985,UPI,Completed,
PAY038986,ORD038986,Wallet,Completed,292630.0
PAY038987,ORD038987,UPI,Completed,233812.0
PAY038988,ORD038988,Debit Card,Completed,500491.0
PAY038989,ORD038989,UPI,Completed,29265.0
PAY038990,ORD038990,Credit Card,Completed,220176.0
PAY038991,ORD038991,UPI,Completed,
PAY038992,ORD038992,Debit Card,Completed,
PAY038993,ORD038993,Wallet,Completed,9596.0
PAY038994,ORD038994,Wallet,Completed,
PAY038995,ORD038995,UPI,Completed,31501.0
PAY038996,ORD038996,Wallet,Completed,30078.0
PAY038997,ORD038997,Wallet,Completed,72366.0
PAY038998,ORD038998,UPI,Completed,21721.0
PAY038999,ORD038999,Credit Card,Completed,487608.0
PAY039000,ORD039000,UPI,Completed,26048.0
PAY039001,ORD039001,UPI,Completed,234200.0
PAY039002,ORD039002,UPI,Completed,360500.0
PAY039003,ORD039003,Debit Card,Completed,338548.0
PAY039004,ORD039004,Net Banking,Completed,155421.0
PAY039005,ORD039005,Credit Card,Completed,644132.0
PAY039006,ORD039006,Net Banking,Completed,117680.0
PAY039007,ORD039007,Net Banking,Completed,
PAY039008,ORD039008,Credit Card,Completed,415252.0
PAY039009,ORD039009,Wallet,Completed,279980.0
PAY039010,ORD039010,UPI,Completed,
PAY039011,ORD039011,Debit Card,Completed,46981.0
PAY039012,ORD039012,Debit Card,Completed,94682.0
PAY039013,ORD039013,UPI,Failed,
PAY039014,ORD039014,Credit Card,Completed,135996.0
PAY039015,ORD039015,UPI,Completed,409744.0
PAY039016,ORD039016,Debit Card,Pending,385210.0
PAY039017,ORD039017,UPI,Pending,127492.0
PAY039018,ORD039018,Debit Card,Completed,440724.0
PAY039019,ORD039019,Debit Card,Completed,100528.0
PAY039020,ORD039020,Credit Card,Completed,196444.0
PAY039021,ORD039021,Credit Card,Completed,159756.0
PAY039022,ORD039022,Credit Card,Completed,84496.0
PAY039023,ORD039023,Wallet,Completed,166227.0
PAY039024,ORD039024,UPI,Completed,38784.0
PAY039025,ORD039025,UPI,Completed,
PAY039026,ORD039026,Wallet,Completed,315228.0
PAY039027,ORD039027,Net Banking,Completed,381293.0
PAY039028,ORD039028,Debit Card,Completed,40762.0
PAY039029,ORD039029,Net Banking,Completed,168564.0
PAY039030,ORD039030,Net Banking,Completed,430104.0
PAY039031,ORD039031,UPI,Failed,
PAY039032,ORD039032,Credit Card,Pending,433760.0
PAY039033,ORD039033,Net Banking,Completed,
PAY039034,ORD039034,Credit Card,Completed,
PAY039035,ORD039035,Wallet,Completed,288285.0
PAY039036,ORD039036,UPI,Completed,139394.0
PAY039037,ORD039037,Credit Card,Completed,54699.0
PAY039038,ORD039038,Credit Card,Pending,48663.0
PAY039039,ORD039039,UPI,Completed,109434.0
PAY039040,ORD039040,Debit Card,Completed,223560.0
PAY039041,ORD039041,Credit Card,Pending,
PAY039042,ORD039042,UPI,Failed,380548.0
PAY039043,ORD039043,Credit Card,Failed,
PAY039044,ORD039044,Wallet,Completed,88635.0
PAY039045,ORD039045,Wallet,Completed,34374.0
PAY039046,ORD039046,Credit Card,Completed,58638.0
PAY039047,ORD039047,Wallet,Completed,
PAY039048,ORD039048,Wallet,Completed,
PAY039049,ORD039049,Credit Card,Completed,2939.0
PAY039050,ORD039050,Wallet,Completed,390053.0
PAY039051,ORD039051,Net Banking,Completed,315228.0
PAY039052,ORD039052,Debit Card,Completed,256238.0
PAY039053,ORD039053,Credit Card,Completed,339438.0
PAY039054,ORD039054,Credit Card,Failed,
PAY039055,ORD039055,UPI,Completed,
PAY039056,ORD039056,Wallet,Completed,461251.0
PAY039057,ORD039057,Debit Card,Completed,240489.0
PAY039058,ORD039058,Wallet,Pending,838757.0
PAY039059,ORD039059,Net Banking,Completed,109715.0
PAY039060,ORD039060,Wallet,Completed,660737.0
PAY039061,ORD039061,UPI,Completed,216556.0
PAY039062,ORD039062,Credit Card,Completed,288432.0
PAY039063,ORD039063,Debit Card,Completed,351218.0
PAY039064,ORD039064,Credit Card,Completed,615601.0
PAY039065,ORD039065,Net Banking,Failed,565778.0
PAY039066,ORD039066,Net Banking,Completed,32108.0
PAY039067,ORD039067,Credit Card,Completed,
PAY039068,ORD039068,Debit Card,Completed,160146.0
PAY039069,ORD039069,Credit Card,Completed,23412.0
PAY039070,ORD039070,Wallet,Failed,191953.0
PAY039071,ORD039071,UPI,Failed,
PAY039072,ORD039072,Debit Card,Completed,56535.0
PAY039073,ORD039073,UPI,Failed,146948.0
PAY039074,ORD039074,UPI,Completed,96662.0
PAY039075,ORD039075,Wallet,Failed,270775.0
PAY039076,ORD039076,UPI,Completed,453864.0
PAY039077,ORD039077,Net Banking,Completed,
PAY039078,ORD039078,Wallet,Completed,277826.0
PAY039079,ORD039079,Debit Card,Completed,
PAY039080,ORD039080,Debit Card,Pending,624601.0
PAY039081,ORD039081,Net Banking,Completed,61346.0
PAY039082,ORD039082,Debit Card,Pending,210331.0
PAY039083,ORD039083,Net Banking,Failed,47630.0
PAY039084,ORD039084,Debit Card,Completed,207701.0
PAY039085,ORD039085,UPI,Failed,187518.0
PAY039086,ORD039086,UPI,Failed,452292.0
PAY039087,ORD039087,Wallet,Completed,294432.0
PAY039088,ORD039088,Credit Card,Completed,94503.0
PAY039089,ORD039089,Credit Card,Failed,333146.0
PAY039090,ORD039090,Net Banking,Failed,124545.0
PAY039091,ORD039091,Wallet,Completed,148130.0
PAY039092,ORD039092,Wallet,Completed,
PAY039093,ORD039093,Net Banking,Completed,154920.0
PAY039094,ORD039094,Wallet,Failed,
PAY039095,ORD039095,Credit Card,Completed,
PAY039096,ORD039096,UPI,Completed,411903.0
PAY039097,ORD039097,Debit Card,Completed,644286.0
PAY039098,ORD039098,Debit Card,Completed,239034.0
PAY039099,ORD039099,Wallet,Pending,48813.0
PAY039100,ORD039100,Credit Card,Completed,143614.0
PAY039101,ORD039101,Credit Card,Completed,
PAY039102,ORD039102,Credit Card,Completed,339648.0
PAY039103,ORD039103,Wallet,Completed,208677.0
PAY039104,ORD039104,Debit Card,Completed,446198.0
PAY039105,ORD039105,Net Banking,Completed,269211.0
PAY039106,ORD039106,Debit Card,Completed,
PAY039107,ORD039107,Debit Card,Failed,810074.0
PAY039108,ORD039108,Credit Card,Completed,
PAY039109,ORD039109,Wallet,Completed,187508.0
PAY039110,ORD039110,Wallet,Completed,294178.0
PAY039111,ORD039111,Wallet,Completed,35244.0
PAY039112,ORD039112,UPI,Completed,165265.0
PAY039113,ORD039113,Debit Card,Failed,349321.0
PAY039114,ORD039114,UPI,Completed,229442.0
PAY039115,ORD039115,Net Banking,Completed,596421.0
PAY039116,ORD039116,UPI,Completed,541543.0
PAY039117,ORD039117,Debit Card,Failed,118137.0
PAY039118,ORD039118,UPI,Completed,25269.0
PAY039119,ORD039119,Net Banking,Completed,118428.0
PAY039120,ORD039120,Debit Card,Completed,211385.0
PAY039121,ORD039121,Net Banking,Pending,
PAY039122,ORD039122,Wallet,Completed,58478.0
PAY039123,ORD039123,Debit Card,Completed,101016.0
PAY039124,ORD039124,Net Banking,Completed,123764.0
PAY039125,ORD039125,Debit Card,Completed,428518.0
PAY039126,ORD039126,Credit Card,Completed,
PAY039127,ORD039127,Net Banking,Pending,177580.0
PAY039128,ORD039128,Debit Card,Completed,25424.0
PAY039129,ORD039129,Credit Card,Completed,153713.0
PAY039130,ORD039130,Credit Card,Completed,
PAY039131,ORD039131,Debit Card,Failed,193020.0
PAY039132,ORD039132,Credit Card,Completed,
PAY039133,ORD039133,UPI,Failed,26592.0
PAY039134,ORD039134,Debit Card,Completed,288432.0
PAY039135,ORD039135,Credit Card,Completed,492920.0
PAY039136,ORD039136,UPI,Completed,
PAY039137,ORD039137,Debit Card,Completed,280268.0
PAY039138,ORD039138,Credit Card,Completed,484697.0
PAY039139,ORD039139,Wallet,Completed,329809.0
PAY039140,ORD039140,Credit Card,Completed,345476.0
PAY039141,ORD039141,Credit Card,Completed,325275.0
PAY039142,ORD039142,UPI,Completed,34228.0
PAY039143,ORD039143,UPI,Completed,
PAY039144,ORD039144,Wallet,Completed,40472.0
PAY039145,ORD039145,Net Banking,Pending,424158.0
PAY039146,ORD039146,Debit Card,Completed,
PAY039147,ORD039147,UPI,Completed,278216.0
PAY039148,ORD039148,Wallet,Completed,172610.0
PAY039149,ORD039149,Wallet,Completed,266274.0
PAY039150,ORD039150,Wallet,Pending,398439.0
PAY039151,ORD039151,Net Banking,Completed,131112.0
PAY039152,ORD039152,Credit Card,Completed,
PAY039153,ORD039153,Credit Card,Completed,178359.0
PAY039154,ORD039154,Debit Card,Completed,187671.0
PAY039155,ORD039155,Wallet,Completed,485855.0
PAY039156,ORD039156,Net Banking,Completed,12919.0
PAY039157,ORD039157,Wallet,Completed,163074.0
PAY039158,ORD039158,Debit Card,Completed,252090.0
PAY039159,ORD039159,Credit Card,Completed,527696.0
PAY039160,ORD039160,UPI,Completed,186060.0
PAY039161,ORD039161,Debit Card,Completed,308856.0
PAY039162,ORD039162,Net Banking,Completed,498654.0
PAY039163,ORD039163,Debit Card,Completed,380439.0
PAY039164,ORD039164,Net Banking,Pending,
PAY039165,ORD039165,Wallet,Completed,275946.0
PAY039166,ORD039166,Net Banking,Completed,489448.0
PAY039167,ORD039167,UPI,Completed,383160.0
PAY039168,ORD039168,UPI,Completed,15479.0
PAY039169,ORD039169,Debit Card,Failed,223544.0
PAY039170,ORD039170,Debit Card,Failed,129153.0
PAY039171,ORD039171,Debit Card,Failed,
PAY039172,ORD039172,UPI,Pending,88227.0
PAY039173,ORD039173,Net Banking,Completed,673088.0
PAY039174,ORD039174,Credit Card,Completed,51561.0
PAY039175,ORD039175,Debit Card,Completed,
PAY039176,ORD039176,Debit Card,Completed,87100.0
PAY039177,ORD039177,UPI,Completed,49941.0
PAY039178,ORD039178,Net Banking,Completed,117840.0
PAY039179,ORD039179,UPI,Completed,41790.0
PAY039180,ORD039180,Wallet,Completed,
PAY039181,ORD039181,Credit Card,Completed,
PAY039182,ORD039182,Debit Card,Completed,
PAY039183,ORD039183,Credit Card,Completed,42930.0
PAY039184,ORD039184,Net Banking,Completed,273655.0
PAY039185,ORD039185,Credit Card,Completed,250380.0
PAY039186,ORD039186,Wallet,Completed,24448.0
PAY039187,ORD039187,Wallet,Completed,16556.0
PAY039188,ORD039188,UPI,Completed,
PAY039189,ORD039189,Debit Card,Completed,67623.0
PAY039190,ORD039190,Wallet,Completed,
PAY039191,ORD039191,Debit Card,Completed,726803.0
PAY039192,ORD039192,UPI,Completed,
PAY039193,ORD039193,Credit Card,Completed,589031.0
PAY039194,ORD039194,UPI,Completed,257533.0
PAY039195,ORD039195,Wallet,Completed,60057.0
PAY039196,ORD039196,Credit Card,Completed,407531.0
PAY039197,ORD039197,Credit Card,Completed,201054.0
PAY039198,ORD039198,Net Banking,Completed,398822.0
PAY039199,ORD039199,Credit Card,Completed,443894.0
PAY039200,ORD039200,Wallet,Completed,102920.0
PAY039201,ORD039201,Debit Card,Completed,585977.0
PAY039202,ORD039202,Debit Card,Completed,160560.0
PAY039203,ORD039203,UPI,Failed,
PAY039204,ORD039204,Wallet,Completed,266552.0
PAY039205,ORD039205,Wallet,Completed,
PAY039206,ORD039206,UPI,Completed,
PAY039207,ORD039207,Wallet,Completed,37532.0
PAY039208,ORD039208,Net Banking,Completed,
PAY039209,ORD039209,Credit Card,Completed,238640.0
PAY039210,ORD039210,Net Banking,Completed,156626.0
PAY039211,ORD039211,Wallet,Completed,
PAY039212,ORD039212,UPI,Completed,180906.0
PAY039213,ORD039213,Net Banking,Completed,242913.0
PAY039214,ORD039214,UPI,Completed,25526.0
PAY039215,ORD039215,Net Banking,Failed,
PAY039216,ORD039216,Debit Card,Completed,
PAY039217,ORD039217,Debit Card,Completed,188094.0
PAY039218,ORD039218,UPI,Completed,248953.0
PAY039219,ORD039219,UPI,Completed,324153.0
PAY039220,ORD039220,Net Banking,Completed,174110.0
PAY039221,ORD039221,Wallet,Completed,55646.0
PAY039222,ORD039222,Debit Card,Completed,373476.0
PAY039223,ORD039223,Credit Card,Completed,391158.0
PAY039224,ORD039224,UPI,Completed,
PAY039225,ORD039225,Credit Card,Completed,191238.0
PAY039226,ORD039226,Credit Card,Completed,
PAY039227,ORD039227,Credit Card,Completed,80980.0
PAY039228,ORD039228,UPI,Completed,43716.0
PAY039229,ORD039229,UPI,Completed,68676.0
PAY039230,ORD039230,UPI,Completed,
PAY039231,ORD039231,Credit Card,Completed,
PAY039232,ORD039232,UPI,Failed,
PAY039233,ORD039233,Credit Card,Completed,
PAY039234,ORD039234,UPI,Completed,
PAY039235,ORD039235,Credit Card,Completed,300583.0
PAY039236,ORD039236,Wallet,Completed,81131.0
PAY039237,ORD039237,Wallet,Completed,614985.0
PAY039238,ORD039238,Wallet,Completed,
PAY039239,ORD039239,UPI,Completed,294565.0
PAY039240,ORD039240,UPI,Completed,327432.0
PAY039241,ORD039241,Credit Card,Completed,185714.0
PAY039242,ORD039242,Wallet,Pending,179516.0
PAY039243,ORD039243,UPI,Pending,142023.0
PAY039244,ORD039244,UPI,Pending,550584.0
PAY039245,ORD039245,Wallet,Completed,91496.0
PAY039246,ORD039246,Credit Card,Completed,254490.0
PAY039247,ORD039247,Debit Card,Completed,64516.0
PAY039248,ORD039248,Credit Card,Completed,211604.0
PAY039249,ORD039249,Net Banking,Completed,170669.0
PAY039250,ORD039250,Net Banking,Completed,228754.0
PAY039251,ORD039251,Debit Card,Completed,
PAY039252,ORD039252,Net Banking,Completed,217729.0
PAY039253,ORD039253,Debit Card,Completed,171366.0
PAY039254,ORD039254,Credit Card,Failed,67303.0
PAY039255,ORD039255,Net Banking,Completed,439636.0
PAY039256,ORD039256,Wallet,Completed,31552.0
PAY039257,ORD039257,Net Banking,Completed,
PAY039258,ORD039258,UPI,Completed,32397.0
PAY039259,ORD039259,Wallet,Completed,26990.0
PAY039260,ORD039260,Wallet,Completed,346268.0
PAY039261,ORD039261,Credit Card,Completed,11663.0
PAY039262,ORD039262,UPI,Completed,307252.0
PAY039263,ORD039263,UPI,Completed,
PAY039264,ORD039264,Debit Card,Completed,361479.0
PAY039265,ORD039265,UPI,Pending,
PAY039266,ORD039266,UPI,Completed,229102.0
PAY039267,ORD039267,UPI,Completed,55767.0
PAY039268,ORD039268,Net Banking,Completed,25988.0
PAY039269,ORD039269,Credit Card,Completed,
PAY039270,ORD039270,Net Banking,Completed,
PAY039271,ORD039271,UPI,Completed,178722.0
PAY039272,ORD039272,Debit Card,Failed,264912.0
PAY039273,ORD039273,Net Banking,Completed,32002.0
PAY039274,ORD039274,Wallet,Pending,8099.0
PAY039275,ORD039275,Net Banking,Completed,
PAY039276,ORD039276,Debit Card,Completed,
PAY039277,ORD039277,Wallet,Completed,
PAY039278,ORD039278,UPI,Completed,
PAY039279,ORD039279,UPI,Completed,146985.0
PAY039280,ORD039280,Credit Card,Completed,153237.0
PAY039281,ORD039281,UPI,Completed,241002.0
PAY039282,ORD039282,Debit Card,Completed,
PAY039283,ORD039283,UPI,Completed,564596.0
PAY039284,ORD039284,Debit Card,Completed,
PAY039285,ORD039285,Credit Card,Failed,297166.0
PAY039286,ORD039286,UPI,Completed,123036.0
PAY039287,ORD039287,Credit Card,Completed,384730.0
PAY039288,ORD039288,Credit Card,Completed,
PAY039289,ORD039289,Net Banking,Completed,202392.0
PAY039290,ORD039290,Debit Card,Failed,114218.0
PAY039291,ORD039291,Net Banking,Completed,523747.0
PAY039292,ORD039292,Net Banking,Completed,111783.0
PAY039293,ORD039293,Wallet,Completed,
PAY039294,ORD039294,Net Banking,Completed,95306.0
PAY039295,ORD039295,Wallet,Completed,89252.0
PAY039296,ORD039296,Net Banking,Completed,75030.0
PAY039297,ORD039297,Credit Card,Completed,
PAY039298,ORD039298,UPI,Completed,
PAY039299,ORD039299,Debit Card,Completed,250671.0
PAY039300,ORD039300,Net Banking,Completed,31240.0
PAY039301,ORD039301,Net Banking,Completed,220390.0
PAY039302,ORD039302,Wallet,Completed,744984.0
PAY039303,ORD039303,Wallet,Completed,32526.0
PAY039304,ORD039304,Credit Card,Completed,193191.0
PAY039305,ORD039305,Debit Card,Failed,63844.0
PAY039306,ORD039306,Wallet,Failed,
PAY039307,ORD039307,UPI,Completed,117340.0
PAY039308,ORD039308,UPI,Completed,188106.0
PAY039309,ORD039309,Wallet,Completed,44239.0
PAY039310,ORD039310,Credit Card,Completed,10713.0
PAY039311,ORD039311,Net Banking,Completed,556434.0
PAY039312,ORD039312,UPI,Completed,209949.0
PAY039313,ORD039313,Wallet,Completed,113184.0
PAY039314,ORD039314,Debit Card,Completed,91641.0
PAY039315,ORD039315,Credit Card,Completed,93780.0
PAY039316,ORD039316,Net Banking,Completed,181272.0
PAY039317,ORD039317,UPI,Completed,378212.0
PAY039318,ORD039318,Wallet,Pending,142717.0
PAY039319,ORD039319,Net Banking,Completed,45133.0
PAY039320,ORD039320,Net Banking,Completed,284136.0
PAY039321,ORD039321,Credit Card,Completed,225728.0
PAY039322,ORD039322,Debit Card,Failed,
PAY039323,ORD039323,Wallet,Completed,84182.0
PAY039324,ORD039324,Credit Card,Completed,299487.0
PAY039325,ORD039325,Credit Card,Completed,
PAY039326,ORD039326,Net Banking,Completed,278721.0
PAY039327,ORD039327,Net Banking,Completed,
PAY039328,ORD039328,Credit Card,Completed,75032.0
PAY039329,ORD039329,Wallet,Failed,
PAY039330,ORD039330,UPI,Completed,
PAY039331,ORD039331,Wallet,Completed,217160.0
PAY039332,ORD039332,Debit Card,Completed,66804.0
PAY039333,ORD039333,Net Banking,Completed,59650.0
PAY039334,ORD039334,UPI,Completed,38412.0
PAY039335,ORD039335,Debit Card,Completed,120666.0
PAY039336,ORD039336,Wallet,Completed,280047.0
PAY039337,ORD039337,Net Banking,Completed,530380.0
PAY039338,ORD039338,UPI,Completed,247324.0
PAY039339,ORD039339,Credit Card,Completed,59633.0
PAY039340,ORD039340,Net Banking,Completed,83115.0
PAY039341,ORD039341,UPI,Completed,427291.0
PAY039342,ORD039342,UPI,Completed,322226.0
PAY039343,ORD039343,Credit Card,Completed,97643.0
PAY039344,ORD039344,UPI,Completed,68690.0
PAY039345,ORD039345,Debit Card,Completed,619948.0
PAY039346,ORD039346,Net Banking,Pending,639343.0
PAY039347,ORD039347,Debit Card,Failed,356080.0
PAY039348,ORD039348,Net Banking,Completed,
PAY039349,ORD039349,Wallet,Completed,77949.0
PAY039350,ORD039350,Credit Card,Completed,21917.0
PAY039351,ORD039351,Net Banking,Completed,233792.0
PAY039352,ORD039352,Debit Card,Pending,203655.0
PAY039353,ORD039353,UPI,Completed,38814.0
PAY039354,ORD039354,Net Banking,Completed,
PAY039355,ORD039355,Credit Card,Completed,74687.0
PAY039356,ORD039356,UPI,Completed,171597.0
PAY039357,ORD039357,Wallet,Completed,
PAY039358,ORD039358,Debit Card,Completed,
PAY039359,ORD039359,Credit Card,Completed,84142.0
PAY039360,ORD039360,Net Banking,Completed,
PAY039361,ORD039361,Wallet,Completed,
PAY039362,ORD039362,Credit Card,Completed,427917.0
PAY039363,ORD039363,Wallet,Completed,300020.0
PAY039364,ORD039364,Net Banking,Failed,67710.0
PAY039365,ORD039365,Credit Card,Completed,80736.0
PAY039366,ORD039366,Credit Card,Completed,98844.0
PAY039367,ORD039367,UPI,Completed,189126.0
PAY039368,ORD039368,Credit Card,Completed,389174.0
PAY039369,ORD039369,Credit Card,Completed,187924.0
PAY039370,ORD039370,Credit Card,Failed,82940.0
PAY039371,ORD039371,Credit Card,Completed,172700.0
PAY039372,ORD039372,Credit Card,Completed,352560.0
PAY039373,ORD039373,Net Banking,Completed,147735.0
PAY039374,ORD039374,Debit Card,Completed,
PAY039375,ORD039375,UPI,Completed,93838.0
PAY039376,ORD039376,Wallet,Completed,406637.0
PAY039377,ORD039377,Wallet,Completed,312718.0
PAY039378,ORD039378,Credit Card,Completed,123128.0
PAY039379,ORD039379,Credit Card,Completed,
PAY039380,ORD039380,Debit Card,Completed,325008.0
PAY039381,ORD039381,Wallet,Completed,277428.0
PAY039382,ORD039382,Net Banking,Failed,903089.0
PAY039383,ORD039383,Net Banking,Completed,543430.0
PAY039384,ORD039384,Credit Card,Failed,473411.0
PAY039385,ORD039385,UPI,Failed,74296.0
PAY039386,ORD039386,Credit Card,Completed,435436.0
PAY039387,ORD039387,Credit Card,Completed,1047387.0
PAY039388,ORD039388,Credit Card,Completed,514433.0
PAY039389,ORD039389,Debit Card,Failed,278298.0
PAY039390,ORD039390,Wallet,Failed,398662.0
PAY039391,ORD039391,Debit Card,Completed,
PAY039392,ORD039392,UPI,Completed,197104.0
PAY039393,ORD039393,Wallet,Completed,533004.0
PAY039394,ORD039394,UPI,Completed,
PAY039395,ORD039395,Wallet,Completed,
PAY039396,ORD039396,Wallet,Completed,98976.0
PAY039397,ORD039397,Debit Card,Completed,
PAY039398,ORD039398,UPI,Completed,209279.0
PAY039399,ORD039399,Credit Card,Completed,157062.0
PAY039400,ORD039400,Debit Card,Completed,192423.0
PAY039401,ORD039401,UPI,Completed,172413.0
PAY039402,ORD039402,Net Banking,Completed,
PAY039403,ORD039403,Net Banking,Failed,501947.0
PAY039404,ORD039404,UPI,Completed,327992.0
PAY039405,ORD039405,Debit Card,Completed,
PAY039406,ORD039406,UPI,Completed,518489.0
PAY039407,ORD039407,UPI,Completed,576980.0
PAY039408,ORD039408,Net Banking,Completed,478124.0
PAY039409,ORD039409,Debit Card,Failed,
PAY039410,ORD039410,Debit Card,Completed,157794.0
PAY039411,ORD039411,Wallet,Completed,355050.0
PAY039412,ORD039412,Wallet,Failed,204133.0
PAY039413,ORD039413,Wallet,Completed,153636.0
PAY039414,ORD039414,Net Banking,Pending,297702.0
PAY039415,ORD039415,Wallet,Failed,253509.0
PAY039416,ORD039416,Wallet,Completed,499819.0
PAY039417,ORD039417,Credit Card,Completed,
PAY039418,ORD039418,Wallet,Completed,576369.0
PAY039419,ORD039419,Wallet,Completed,
PAY039420,ORD039420,Credit Card,Completed,358680.0
PAY039421,ORD039421,Debit Card,Completed,
PAY039422,ORD039422,Net Banking,Completed,220796.0
PAY039423,ORD039423,Wallet,Completed,323588.0
PAY039424,ORD039424,Wallet,Pending,220207.0
PAY039425,ORD039425,UPI,Completed,208856.0
PAY039426,ORD039426,UPI,Completed,121275.0
PAY039427,ORD039427,Debit Card,Failed,
PAY039428,ORD039428,Net Banking,Completed,
PAY039429,ORD039429,Debit Card,Completed,253548.0
PAY039430,ORD039430,Debit Card,Completed,143884.0
PAY039431,ORD039431,Net Banking,Pending,231501.0
PAY039432,ORD039432,UPI,Completed,326241.0
PAY039433,ORD039433,Debit Card,Completed,31433.0
PAY039434,ORD039434,Debit Card,Completed,337201.0
PAY039435,ORD039435,Wallet,Completed,
PAY039436,ORD039436,Wallet,Completed,351768.0
PAY039437,ORD039437,Debit Card,Completed,261117.0
PAY039438,ORD039438,Debit Card,Completed,256512.0
PAY039439,ORD039439,UPI,Completed,757804.0
PAY039440,ORD039440,Wallet,Completed,97133.0
PAY039441,ORD039441,Net Banking,Completed,165005.0
PAY039442,ORD039442,Wallet,Completed,101060.0
PAY039443,ORD039443,UPI,Failed,54972.0
PAY039444,ORD039444,Debit Card,Completed,359924.0
PAY039445,ORD039445,Net Banking,Completed,205344.0
PAY039446,ORD039446,Wallet,Completed,375500.0
PAY039447,ORD039447,UPI,Completed,64748.0
PAY039448,ORD039448,Wallet,Completed,172724.0
PAY039449,ORD039449,Credit Card,Failed,155142.0
PAY039450,ORD039450,UPI,Completed,
PAY039451,ORD039451,Credit Card,Completed,139807.0
